date,tq,temp,wind
2015年8月8日,多云/多云,32℃/23℃,无持续风向≤3级/无持续风向≤3级
2015年8月9日,晴/晴,33℃/22℃,无持续风向≤3级/无持续风向≤3级
2015年8月10日,晴/晴,33℃/22℃,无持续风向≤3级/无持续风向≤3级
2015年8月11日,多云/晴,34℃/23℃,无持续风向≤3级/无持续风向≤3级
2015年8月12日,多云/晴,35℃/24℃,无持续风向≤3级/无持续风向≤3级
2015年8月13日,阴/雷阵雨,35℃/24℃,南风3-4级/北风3-4级
2015年8月14日,阴/晴,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2015年8月15日,晴/晴,34℃/22℃,无持续风向≤3级/无持续风向≤3级
2015年8月16日,晴/多云,35℃/23℃,无持续风向≤3级/无持续风向≤3级
2015年8月17日,雷阵雨/雷阵雨,31℃/22℃,无持续风向≤3级/无持续风向≤3级
2015年8月18日,雷阵雨/小到中雨,31℃/20℃,无持续风向≤3级/无持续风向≤3级
2015年8月19日,雷阵雨/阴,28℃/20℃,无持续风向≤3级/无持续风向≤3级
2015年8月20日,晴/晴,33℃/20℃,无持续风向≤3级/无持续风向≤3级
2015年8月21日,多云/多云,32℃/21℃,无持续风向≤3级/无持续风向≤3级
2015年8月22日,阵雨/阵雨,30℃/20℃,无持续风向≤3级/无持续风向≤3级
2015年8月23日,雷阵雨/阵雨,28℃/20℃,无持续风向≤3级/无持续风向≤3级
2015年8月24日,多云/多云,30℃/20℃,无持续风向≤3级/无持续风向≤3级
2015年8月25日,多云/多云,30℃/21℃,无持续风向≤3级/无持续风向≤3级
2015年8月26日,多云/多云,31℃/21℃,无持续风向≤3级/无持续风向≤3级
2015年8月27日,多云/多云,31℃/21℃,无持续风向≤3级/无持续风向≤3级
2015年8月28日,多云/多云,32℃/21℃,无持续风向≤3级/无持续风向≤3级
2015年8月29日,雷阵雨/雷阵雨,29℃/20℃,无持续风向≤3级/无持续风向≤3级
2015年8月30日,雷阵雨/小到中雨,27℃/19℃,无持续风向≤3级/无持续风向≤3级
2015年8月31日,小到中雨/小到中雨,25℃/18℃,无持续风向≤3级/无持续风向≤3级
2015年9月1日,阵雨/阴,25℃/18℃,无持续风向≤3级/无持续风向≤3级
2015年9月2日,多云/晴,29℃/18℃,无持续风向≤3级/无持续风向≤3级
2015年9月3日,多云/阴,31℃/21℃,无持续风向≤3级/无持续风向≤3级
2015年9月4日,小到中雨/中到大雨,24℃/19℃,无持续风向≤3级/无持续风向≤3级
2015年9月5日,小到中雨/阴,22℃/17℃,无持续风向≤3级/无持续风向≤3级
2015年9月6日,多云/晴,27℃/17℃,无持续风向≤3级/无持续风向≤3级
2015年9月7日,晴/晴,29℃/17℃,无持续风向≤3级/无持续风向≤3级
2015年9月8日,多云/阴,27℃/18℃,无持续风向≤3级/无持续风向≤3级
2015年9月9日,阴/阴,23℃/19℃,无持续风向≤3级/无持续风向≤3级
2015年9月10日,小雨/小雨,22℃/14℃,无持续风向≤3级/无持续风向≤3级
2015年9月11日,多云/多云,22℃/15℃,无持续风向≤3级/北风3-4级
2015年9月12日,晴/晴,26℃/12℃,北风3-4级/无持续风向≤3级
2015年9月13日,晴/多云,28℃/15℃,无持续风向≤3级/无持续风向≤3级
2015年9月14日,晴/多云,26℃/14℃,无持续风向≤3级/无持续风向≤3级
2015年9月15日,晴/晴,26℃/15℃,无持续风向≤3级/无持续风向≤3级
2015年9月16日,晴/多云,27℃/16℃,无持续风向≤3级/无持续风向≤3级
2015年9月17日,霾/阵雨,27℃/18℃,无持续风向≤3级/无持续风向≤3级
2015年9月18日,阴/晴,28℃/16℃,无持续风向≤3级/无持续风向≤3级
2015年9月19日,晴/晴,27℃/15℃,无持续风向≤3级/无持续风向≤3级
2015年9月20日,多云/晴,28℃/17℃,南风3-4级/无持续风向≤3级
2015年9月21日,多云/多云,27℃/18℃,无持续风向≤3级/无持续风向≤3级
2015年9月22日,阵雨/阴,26℃/14℃,南风3-4级/无持续风向≤3级
2015年9月23日,晴/雾,26℃/17℃,无持续风向≤3级/无持续风向≤3级
2015年9月24日,阴/雷阵雨,26℃/16℃,无持续风向≤3级/无持续风向≤3级
2015年9月25日,晴/晴,26℃/13℃,无持续风向≤3级/无持续风向≤3级
2015年9月26日,晴/晴,26℃/15℃,无持续风向≤3级/无持续风向≤3级
2015年9月27日,晴/阴,26℃/15℃,无持续风向≤3级/无持续风向≤3级
2015年9月28日,小雨/小雨,17℃/14℃,无持续风向≤3级/无持续风向≤3级
2015年9月29日,小雨/阴,17℃/13℃,无持续风向≤3级/无持续风向≤3级
2015年9月30日,阵雨/小到中雨,20℃/14℃,无持续风向≤3级/北风4-5级
2015年10月1日,晴/晴,22℃/10℃,北风5-6级/无持续风向≤3级
2015年10月2日,晴/晴,26℃/12℃,无持续风向≤3级/无持续风向≤3级
2015年10月3日,晴/晴,25℃/12℃,无持续风向≤3级/无持续风向≤3级
2015年10月4日,晴/晴,25℃/13℃,无持续风向≤3级/无持续风向≤3级
2015年10月5日,晴/晴,26℃/15℃,无持续风向≤3级/无持续风向≤3级
2015年10月6日,霾/雾,25℃/16℃,无持续风向≤3级/无持续风向≤3级
2015年10月7日,霾/晴,25℃/13℃,无持续风向≤3级/北风4-5级
2015年10月8日,晴/晴,19℃/7℃,北风4-5级/无持续风向≤3级
2015年10月9日,晴/晴,20℃/8℃,北风4-5级/北风3-4级
2015年10月10日,晴/多云,17℃/10℃,北风4-5级/北风3-4级
2015年10月11日,多云/晴,22℃/8℃,北风4-5级/无持续风向≤3级
2015年10月12日,晴/晴,23℃/9℃,无持续风向≤3级/无持续风向≤3级
2015年10月13日,晴/阴,26℃/11℃,无持续风向≤3级/无持续风向≤3级
2015年10月14日,多云/多云,22℃/10℃,无持续风向≤3级/无持续风向≤3级
2015年10月15日,晴/晴,25℃/12℃,无持续风向≤3级/无持续风向≤3级
2015年10月16日,霾/阴,25℃/12℃,无持续风向≤3级/无持续风向≤3级
2015年10月17日,霾/霾,23℃/13℃,无持续风向≤3级/北风3-4级
2015年10月18日,晴/多云,20℃/10℃,无持续风向≤3级/无持续风向≤3级
2015年10月19日,晴/阴,21℃/12℃,无持续风向≤3级/无持续风向≤3级
2015年10月20日,小雨/小雨,14℃/10℃,无持续风向≤3级/无持续风向≤3级
2015年10月21日,小雨/小雨,12℃/9℃,无持续风向≤3级/无持续风向≤3级
2015年10月22日,小雨/阴,11℃/8℃,无持续风向≤3级/无持续风向≤3级
2015年10月23日,多云/晴,18℃/8℃,无持续风向≤3级/无持续风向≤3级
2015年10月24日,晴/多云,18℃/7℃,无持续风向≤3级/无持续风向≤3级
2015年10月25日,多云/小雨,15℃/9℃,无持续风向≤3级/无持续风向≤3级
2015年10月26日,阴/晴,15℃/6℃,北风3-4级/北风3-4级
2015年10月27日,晴/晴,17℃/4℃,北风3-4级/无持续风向≤3级
2015年10月28日,晴/晴,15℃/5℃,无持续风向≤3级/北风3-4级
2015年10月29日,晴/晴,12℃/3℃,北风4-5级/北风3-4级
2015年10月30日,晴/晴,13℃/1℃,无持续风向≤3级/无持续风向≤3级
2015年10月31日,晴/晴,15℃/2℃,无持续风向≤3级/无持续风向≤3级
2015年11月1日,晴/晴,17℃/3℃,无持续风向≤3级/无持续风向≤3级
2015年11月2日,晴/晴,19℃/4℃,无持续风向≤3级/无持续风向≤3级
2015年11月3日,霾/多云,17℃/5℃,南风3-4级/无持续风向≤3级
2015年11月4日,霾/小雨,16℃/9℃,无持续风向≤3级/无持续风向≤3级
2015年11月5日,小雨/雨夹雪,11℃/2℃,无持续风向≤3级/无持续风向≤3级
2015年11月6日,雨夹雪/雨夹雪,4℃/1℃,无持续风向≤3级/无持续风向≤3级
2015年11月7日,阴/小雨,7℃/4℃,无持续风向≤3级/无持续风向≤3级
2015年11月8日,阴/晴,10℃/1℃,无持续风向≤3级/无持续风向≤3级
2015年11月9日,晴/雾,13℃/3℃,无持续风向≤3级/无持续风向≤3级
2015年11月10日,霾/雾,8℃/4℃,无持续风向≤3级/无持续风向≤3级
2015年11月11日,霾/雾,8℃/6℃,无持续风向≤3级/无持续风向≤3级
2015年11月12日,霾/小雨,9℃/6℃,无持续风向≤3级/无持续风向≤3级
2015年11月13日,阴/雾,9℃/6℃,无持续风向≤3级/无持续风向≤3级
2015年11月14日,霾/雾,10℃/7℃,无持续风向≤3级/无持续风向≤3级
2015年11月15日,霾/小雨,12℃/6℃,无持续风向≤3级/无持续风向≤3级
2015年11月16日,多云/多云,9℃/1℃,无持续风向≤3级/无持续风向≤3级
2015年11月17日,多云/雨夹雪,11℃/2℃,无持续风向≤3级/无持续风向≤3级
2015年11月18日,阴/小雨,6℃/2℃,无持续风向≤3级/无持续风向≤3级
2015年11月19日,小雨/雨夹雪,5℃/1℃,无持续风向≤3级/无持续风向≤3级
2015年11月20日,雨夹雪/中雪,3℃/-1℃,无持续风向≤3级/无持续风向≤3级
2015年11月21日,中到大雪/中雪,1℃/-2℃,无持续风向≤3级/无持续风向≤3级
2015年11月22日,大雪/小雪,-1℃/-4℃,无持续风向≤3级/无持续风向≤3级
2015年11月23日,阴/多云,0℃/-6℃,无持续风向≤3级/无持续风向≤3级
2015年11月24日,小雪/阴,-2℃/-8℃,无持续风向≤3级/无持续风向≤3级
2015年11月25日,阴/晴,-1℃/-9℃,北风4-5级/北风4-5级
2015年11月26日,晴/多云,0℃/-8℃,北风3-4级/无持续风向≤3级
2015年11月27日,多云/霾,0℃/-6℃,无持续风向≤3级/无持续风向≤3级
2015年11月28日,霾/雾,2℃/-4℃,无持续风向≤3级/无持续风向≤3级
2015年11月29日,霾/霾,4℃/-5℃,无持续风向≤3级/无持续风向≤3级
2015年11月30日,霾/雾,4℃/-3℃,无持续风向≤3级/无持续风向≤3级
2015年12月1日,霾/霾,2℃/-3℃,无持续风向≤3级/北风3-4级
2015年12月2日,晴/晴,4℃/-3℃,北风4-5级/北风3-4级
2015年12月3日,晴/晴,2℃/-4℃,北风5-6级/北风3-4级
2015年12月4日,晴/晴,6℃/-4℃,北风3-4级/无持续风向≤3级
2015年12月5日,晴/多云,6℃/-3℃,无持续风向≤3级/无持续风向≤3级
2015年12月6日,霾/小雪,4℃/-2℃,无持续风向≤3级/无持续风向≤3级
2015年12月7日,霾/雾,4℃/-2℃,无持续风向≤3级/无持续风向≤3级
2015年12月8日,霾/雨夹雪,4℃/1℃,无持续风向≤3级/无持续风向≤3级
2015年12月9日,霾/雾,3℃/1℃,无持续风向≤3级/无持续风向≤3级
2015年12月10日,晴/晴,9℃/-4℃,北风3-4级/无持续风向≤3级
2015年12月11日,晴/多云,5℃/-3℃,无持续风向≤3级/无持续风向≤3级
2015年12月12日,多云/多云,5℃/-3℃,无持续风向≤3级/无持续风向≤3级
2015年12月13日,霾/小雪,4℃/-1℃,无持续风向≤3级/无持续风向≤3级
2015年12月14日,阴/晴,7℃/-2℃,北风3-4级/北风3-4级
2015年12月15日,晴/晴,4℃/-3℃,北风4-5级/北风3-4级
2015年12月16日,晴/晴,2℃/-7℃,北风4-5级/北风3-4级
2015年12月17日,晴/晴,4℃/-6℃,无持续风向≤3级/无持续风向≤3级
2015年12月18日,晴/晴,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
2015年12月19日,霾/霾,3℃/-4℃,无持续风向≤3级/无持续风向≤3级
2015年12月20日,霾/雾,4℃/-5℃,无持续风向≤3级/无持续风向≤3级
2015年12月21日,霾/雾,5℃/-4℃,无持续风向≤3级/无持续风向≤3级
2015年12月22日,霾/雾,4℃/-5℃,无持续风向≤3级/无持续风向≤3级
2015年12月23日,雾/多云,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
2015年12月24日,晴/霾,5℃/-6℃,无持续风向≤3级/无持续风向≤3级
2015年12月25日,霾/霾,4℃/-4℃,无持续风向≤3级/无持续风向≤3级
2015年12月26日,雾/多云,3℃/-7℃,无持续风向≤3级/无持续风向≤3级
2015年12月27日,小雪/多云,-1℃/-7℃,无持续风向≤3级/无持续风向≤3级
2015年12月28日,晴/多云,2℃/-6℃,无持续风向≤3级/无持续风向≤3级
2015年12月29日,霾/霾,4℃/-4℃,无持续风向≤3级/无持续风向≤3级
2015年12月30日,晴/晴,5℃/-6℃,北风3-4级/无持续风向≤3级
2015年12月31日,晴/晴,4℃/-6℃,无持续风向≤3级/无持续风向≤3级
2016年1月1日,霾/霾,5℃/-4℃,无持续风向≤3级/无持续风向≤3级
2016年1月2日,霾/雾,7℃/-5℃,无持续风向≤3级/无持续风向≤3级
2016年1月3日,霾/霾,4℃/-3℃,无持续风向≤3级/无持续风向≤3级
2016年1月4日,多云/多云,2℃/-6℃,北风3-4级/无持续风向≤3级
2016年1月5日,晴/晴,1℃/-7℃,北风3-4级/无持续风向≤3级
2016年1月6日,晴/晴,3℃/-6℃,北风3-4级/北风3-4级
2016年1月7日,晴/晴,2℃/-7℃,北风3-4级/无持续风向≤3级
2016年1月8日,晴/晴,2℃/-8℃,北风3-4级/无持续风向≤3级
2016年1月9日,晴/晴,3℃/-6℃,无持续风向≤3级/无持续风向≤3级
2016年1月10日,多云/多云,1℃/-8℃,无持续风向≤3级/无持续风向≤3级
2016年1月11日,晴/晴,-1℃/-8℃,无持续风向≤3级/无持续风向≤3级
2016年1月12日,晴/晴,0℃/-9℃,无持续风向≤3级/无持续风向≤3级
2016年1月13日,晴/多云,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
2016年1月14日,多云/晴,3℃/-7℃,无持续风向≤3级/无持续风向≤3级
2016年1月15日,霾/阴,2℃/-5℃,无持续风向≤3级/无持续风向≤3级
2016年1月16日,阴/小雪,-1℃/-6℃,无持续风向≤3级/无持续风向≤3级
2016年1月17日,晴/晴,-2℃/-10℃,北风3-4级/北风3-4级
2016年1月18日,晴/晴,-4℃/-13℃,北风3-4级/无持续风向≤3级
2016年1月19日,晴/霾,-2℃/-10℃,无持续风向≤3级/无持续风向≤3级
2016年1月20日,多云/霾,-2℃/-8℃,无持续风向≤3级/无持续风向≤3级
2016年1月21日,小雪/阴,-2℃/-10℃,无持续风向≤3级/北风3-4级
2016年1月22日,多云/晴,-6℃/-17℃,北风4-5级/北风3-4级
2016年1月23日,晴/晴,-11℃/-14℃,北风5-6级/北风4-5级
2016年1月24日,晴/晴,-3℃/-11℃,北风4-5级/无持续风向≤3级
2016年1月25日,晴/晴,3℃/-8℃,北风3-4级/北风3-4级
2016年1月26日,晴/晴,2℃/-9℃,北风3-4级/无持续风向≤3级
2016年1月27日,晴/多云,3℃/-7℃,无持续风向≤3级/无持续风向≤3级
2016年1月28日,晴/晴,4℃/-7℃,无持续风向≤3级/无持续风向≤3级
2016年1月29日,晴/阴,0℃/-7℃,无持续风向≤3级/无持续风向≤3级
2016年1月30日,多云/晴,-3℃/-10℃,无持续风向≤3级/无持续风向≤3级
2016年1月31日,晴/晴,1℃/-9℃,北风3-4级/无持续风向≤3级
2016年2月1日,晴/晴,4℃/-8℃,无持续风向≤3级/无持续风向≤3级
2016年2月2日,晴/晴,5℃/-7℃,无持续风向≤3级/无持续风向≤3级
2016年2月3日,晴/晴,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
2016年2月4日,多云/晴,4℃/-6℃,无持续风向≤3级/无持续风向≤3级
2016年2月5日,晴/晴,4℃/-4℃,北风3-4级/北风3-4级
2016年2月6日,晴/晴,6℃/-6℃,无持续风向≤3级/无持续风向≤3级
2016年2月7日,晴/晴,8℃/-4℃,无持续风向≤3级/无持续风向≤3级
2016年2月8日,晴/晴,12℃/-3℃,北风3-4级/无持续风向≤3级
2016年2月9日,晴/晴,10℃/-3℃,无持续风向≤3级/无持续风向≤3级
2016年2月10日,霾/阴,9℃/-1℃,无持续风向≤3级/无持续风向≤3级
2016年2月11日,小雨/雾,6℃/-1℃,无持续风向≤3级/无持续风向≤3级
2016年2月12日,小雨/雨夹雪,10℃/2℃,无持续风向≤3级/北风3-4级
2016年2月13日,阴/多云,4℃/-6℃,北风5-6级/北风4-5级
2016年2月14日,晴/晴,1℃/-7℃,北风4-5级/无持续风向≤3级
2016年2月15日,晴/晴,5℃/-4℃,北风3-4级/无持续风向≤3级
2016年2月16日,晴/晴,8℃/-4℃,北风3-4级/无持续风向≤3级
2016年2月17日,晴/晴,9℃/-2℃,无持续风向≤3级/北风3-4级
2016年2月18日,晴/阴,9℃/-2℃,北风4-5级/无持续风向≤3级
2016年2月19日,多云/晴,8℃/-5℃,北风3-4级/无持续风向≤3级
2016年2月20日,晴/晴,4℃/-6℃,北风3-4级/无持续风向≤3级
2016年2月21日,晴/多云,6℃/-4℃,无持续风向≤3级/无持续风向≤3级
2016年2月22日,晴/晴,8℃/-3℃,北风3-4级/北风3-4级
2016年2月23日,晴/晴,4℃/-6℃,北风3-4级/无持续风向≤3级
2016年2月24日,晴/多云,7℃/-4℃,无持续风向≤3级/无持续风向≤3级
2016年2月25日,多云/晴,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
2016年2月26日,多云/多云,8℃/-2℃,无持续风向≤3级/无持续风向≤3级
2016年2月27日,多云/阴,7℃/-3℃,无持续风向≤3级/无持续风向≤3级
2016年2月28日,多云/晴,8℃/-4℃,北风4-5级/北风4-5级
2016年2月29日,多云/晴,5℃/-4℃,无持续风向≤3级/无持续风向≤3级
2016年3月1日,晴/晴,10℃/-2℃,无持续风向≤3级/无持续风向≤3级
2016年3月2日,晴/霾,17℃/2℃,无持续风向≤3级/无持续风向≤3级
2016年3月3日,霾/霾,17℃/4℃,无持续风向≤3级/无持续风向≤3级
2016年3月4日,霾/霾,12℃/4℃,无持续风向≤3级/北风3-4级
2016年3月5日,晴/晴,12℃/-1℃,北风4-5级/无持续风向≤3级
2016年3月6日,多云/晴,11℃/-2℃,无持续风向≤3级/无持续风向≤3级
2016年3月7日,晴/晴,12℃/-1℃,北风3-4级/北风3-4级
2016年3月8日,多云/阴,6℃/-2℃,北风3-4级/北风3-4级
2016年3月9日,多云/晴,5℃/-4℃,无持续风向≤3级/北风3-4级
2016年3月10日,晴/晴,7℃/-4℃,北风3-4级/无持续风向≤3级
2016年3月11日,晴/晴,8℃/-2℃,无持续风向≤3级/无持续风向≤3级
2016年3月12日,多云/晴,9℃/1℃,无持续风向≤3级/北风3-4级
2016年3月13日,晴/晴,12℃/-2℃,北风3-4级/无持续风向≤3级
2016年3月14日,晴/多云,15℃/3℃,无持续风向≤3级/无持续风向≤3级
2016年3月15日,多云/霾,15℃/2℃,无持续风向≤3级/无持续风向≤3级
2016年3月16日,霾/霾,17℃/6℃,无持续风向≤3级/无持续风向≤3级
2016年3月17日,霾/雾,18℃/6℃,无持续风向≤3级/无持续风向≤3级
2016年3月18日,霾/多云,21℃/4℃,无持续风向≤3级/无持续风向≤3级
2016年3月19日,多云/多云,16℃/3℃,无持续风向≤3级/无持续风向≤3级
2016年3月20日,多云/晴,16℃/4℃,无持续风向≤3级/无持续风向≤3级
2016年3月21日,晴/阴,20℃/8℃,无持续风向≤3级/无持续风向≤3级
2016年3月22日,阴/多云,14℃/5℃,无持续风向≤3级/北风3-4级
2016年3月23日,晴/晴,15℃/2℃,北风3-4级/无持续风向≤3级
2016年3月24日,晴/晴,15℃/3℃,无持续风向≤3级/无持续风向≤3级
2016年3月25日,晴/晴,15℃/4℃,无持续风向≤3级/北风3-4级
2016年3月26日,晴/晴,19℃/5℃,北风3-4级/无持续风向≤3级
2016年3月27日,晴/晴,21℃/5℃,无持续风向≤3级/无持续风向≤3级
2016年3月28日,多云/浮尘,22℃/8℃,北风3-4级/北风3-4级
2016年3月29日,晴/晴,22℃/7℃,无持续风向≤3级/无持续风向≤3级
2016年3月30日,晴/晴,22℃/7℃,无持续风向≤3级/无持续风向≤3级
2016年3月31日,晴/浮尘,24℃/14℃,南风3-4级/北风3-4级
2016年4月1日,晴/多云,23℃/11℃,北风3-4级/北风3-4级
2016年4月2日,多云/阴,18℃/8℃,北风3-4级/北风3-4级
2016年4月3日,多云/晴,18℃/6℃,无持续风向≤3级/无持续风向≤3级
2016年4月4日,晴/多云,22℃/8℃,无持续风向≤3级/无持续风向≤3级
2016年4月5日,晴/霾,24℃/11℃,南风3-4级/南风3-4级
2016年4月6日,阵雨/阵雨,22℃/12℃,无持续风向≤3级/无持续风向≤3级
2016年4月7日,晴/晴,24℃/9℃,北风3-4级/北风3-4级
2016年4月8日,晴/晴,25℃/10℃,南风3-4级/无持续风向≤3级
2016年4月9日,晴/晴,26℃/8℃,无持续风向≤3级/无持续风向≤3级
2016年4月10日,晴/晴,19℃/5℃,无持续风向≤3级/无持续风向≤3级
2016年4月11日,阴/小雨,17℃/8℃,无持续风向≤3级/无持续风向≤3级
2016年4月12日,多云/多云,20℃/8℃,无持续风向≤3级/无持续风向≤3级
2016年4月13日,晴/晴,26℃/10℃,北风3-4级/北风3-4级
2016年4月14日,晴/多云,24℃/10℃,无持续风向≤3级/无持续风向≤3级
2016年4月15日,阵雨/小雨,23℃/13℃,无持续风向≤3级/北风3-4级
2016年4月16日,多云/晴,22℃/11℃,北风4-5级/北风3-4级
2016年4月17日,晴/阴,20℃/10℃,北风3-4级/北风3-4级
2016年4月18日,晴/阴,21℃/8℃,北风3-4级/无持续风向≤3级
2016年4月19日,小雨/多云,15℃/9℃,无持续风向≤3级/无持续风向≤3级
2016年4月20日,多云/晴,26℃/10℃,无持续风向≤3级/无持续风向≤3级
2016年4月21日,晴/晴,30℃/15℃,北风3-4级/北风4-5级
2016年4月22日,晴/晴,25℃/10℃,北风3-4级/无持续风向≤3级
2016年4月23日,晴/晴,23℃/8℃,无持续风向≤3级/无持续风向≤3级
2016年4月24日,晴/晴,27℃/16℃,南风3-4级/南风3-4级
2016年4月25日,晴/多云,29℃/14℃,南风3-4级/无持续风向≤3级
2016年4月26日,多云/阴,24℃/13℃,无持续风向≤3级/无持续风向≤3级
2016年4月27日,阴/阴,18℃/12℃,无持续风向≤3级/无持续风向≤3级
2016年4月28日,晴/多云,26℃/13℃,南风3-4级/无持续风向≤3级
2016年4月29日,多云/晴,28℃/15℃,无持续风向≤3级/无持续风向≤3级
2016年4月30日,霾/霾,31℃/15℃,无持续风向≤3级/无持续风向≤3级
2016年5月1日,霾/雷阵雨,32℃/17℃,无持续风向≤3级/北风3-4级
2016年5月2日,阵雨/多云,22℃/10℃,北风4-5级/北风3-4级
2016年5月3日,晴/晴,27℃/10℃,北风4-5级/无持续风向≤3级
2016年5月4日,多云/阵雨,28℃/15℃,无持续风向≤3级/无持续风向≤3级
2016年5月5日,多云/晴,27℃/14℃,北风4-5级/北风4-5级
2016年5月6日,晴/晴,25℃/12℃,北风4-5级/无持续风向≤3级
2016年5月7日,晴/晴,26℃/12℃,无持续风向≤3级/无持续风向≤3级
2016年5月8日,晴/阴,27℃/15℃,南风3-4级/无持续风向≤3级
2016年5月9日,小雨/多云,22℃/12℃,无持续风向≤3级/无持续风向≤3级
2016年5月10日,晴/多云,27℃/17℃,无持续风向≤3级/无持续风向≤3级
2016年5月11日,多云/雷阵雨,29℃/19℃,无持续风向≤3级/北风3-4级
2016年5月12日,多云/晴,23℃/9℃,北风4-5级/北风3-4级
2016年5月13日,晴/小雨,25℃/13℃,无持续风向≤3级/无持续风向≤3级
2016年5月14日,小雨/阴,15℃/11℃,无持续风向≤3级/北风3-4级
2016年5月15日,多云/晴,24℃/10℃,北风4-5级/无持续风向≤3级
2016年5月16日,晴/晴,30℃/15℃,南风3-4级/无持续风向≤3级
2016年5月17日,晴/晴,31℃/17℃,无持续风向≤3级/无持续风向≤3级
2016年5月18日,晴/多云,28℃/18℃,无持续风向≤3级/无持续风向≤3级
2016年5月19日,晴/霾,29℃/15℃,无持续风向≤3级/无持续风向≤3级
2016年5月20日,霾/霾,30℃/16℃,无持续风向≤3级/无持续风向≤3级
2016年5月21日,霾/晴,30℃/15℃,无持续风向≤3级/无持续风向≤3级
2016年5月22日,多云/多云,29℃/18℃,无持续风向≤3级/无持续风向≤3级
2016年5月23日,阵雨/阵雨,24℃/13℃,无持续风向≤3级/无持续风向≤3级
2016年5月24日,多云/阵雨,29℃/17℃,南风3-4级/北风3-4级
2016年5月25日,多云/多云,30℃/17℃,南风3-4级/北风3-4级
2016年5月26日,晴/晴,30℃/16℃,北风4-5级/无持续风向≤3级
2016年5月27日,晴/多云,31℃/18℃,南风3-4级/无持续风向≤3级
2016年5月28日,多云/多云,30℃/18℃,无持续风向≤3级/北风3-4级
2016年5月29日,晴/晴,31℃/18℃,北风3-4级/无持续风向≤3级
2016年5月30日,多云/阴,34℃/22℃,无持续风向≤3级/无持续风向≤3级
2016年5月31日,多云/多云,29℃/17℃,无持续风向≤3级/无持续风向≤3级
2016年6月1日,多云/多云,30℃/18℃,无持续风向≤3级/无持续风向≤3级
2016年6月2日,晴/多云,31℃/18℃,南风3-4级/无持续风向≤3级
2016年6月3日,阴/阴,29℃/19℃,无持续风向≤3级/无持续风向≤3级
2016年6月4日,阴/多云,29℃/19℃,无持续风向≤3级/无持续风向≤3级
2016年6月5日,阴/多云,30℃/18℃,无持续风向≤3级/无持续风向≤3级
2016年6月6日,多云/小到中雨,31℃/19℃,无持续风向≤3级/无持续风向≤3级
2016年6月7日,阵雨/晴,25℃/16℃,无持续风向≤3级/无持续风向≤3级
2016年6月8日,多云/霾,31℃/19℃,无持续风向≤3级/无持续风向≤3级
2016年6月9日,阴/雷阵雨,32℃/22℃,南风3-4级/南风3-4级
2016年6月10日,雷阵雨/晴,32℃/20℃,北风3-4级/无持续风向≤3级
2016年6月11日,晴/多云,30℃/18℃,北风3-4级/无持续风向≤3级
2016年6月12日,多云/阴,32℃/20℃,无持续风向≤3级/无持续风向≤3级
2016年6月13日,雷阵雨/中到大雨,25℃/18℃,无持续风向≤3级/无持续风向≤3级
2016年6月14日,雷阵雨/阵雨,26℃/18℃,无持续风向≤3级/无持续风向≤3级
2016年6月15日,晴/晴,30℃/17℃,无持续风向≤3级/无持续风向≤3级
2016年6月16日,晴/多云,34℃/22℃,无持续风向≤3级/无持续风向≤3级
2016年6月17日,多云/雷阵雨,32℃/20℃,无持续风向≤3级/无持续风向≤3级
2016年6月18日,多云/晴,32℃/20℃,无持续风向≤3级/无持续风向≤3级
2016年6月19日,多云/雷阵雨,35℃/23℃,无持续风向≤3级/无持续风向≤3级
2016年6月20日,雷阵雨/雷阵雨,33℃/22℃,无持续风向≤3级/无持续风向≤3级
2016年6月21日,雷阵雨/多云,33℃/24℃,无持续风向≤3级/无持续风向≤3级
2016年6月22日,雷阵雨/雷阵雨,35℃/23℃,无持续风向≤3级/无持续风向≤3级
2016年6月23日,阴/多云,35℃/21℃,无持续风向≤3级/无持续风向≤3级
2016年6月24日,晴/晴,33℃/22℃,北风3-4级/无持续风向≤3级
2016年6月25日,晴/晴,35℃/22℃,无持续风向≤3级/无持续风向≤3级
2016年6月26日,晴/阴,36℃/24℃,南风3-4级/南风3-4级
2016年6月27日,雷阵雨/中雨,33℃/21℃,无持续风向≤3级/无持续风向≤3级
2016年6月28日,雷阵雨/雷阵雨,27℃/20℃,无持续风向≤3级/无持续风向≤3级
2016年6月29日,雷阵雨/阴,29℃/22℃,无持续风向≤3级/无持续风向≤3级
2016年6月30日,多云/多云,31℃/22℃,无持续风向≤3级/无持续风向≤3级
2016年7月1日,多云/多云,30℃/21℃,无持续风向≤3级/无持续风向≤3级
2016年7月2日,晴/多云,32℃/21℃,无持续风向≤3级/无持续风向≤3级
2016年7月3日,雷阵雨/雷阵雨,31℃/23℃,无持续风向≤3级/无持续风向≤3级
2016年7月4日,阴/多云,30℃/21℃,无持续风向≤3级/无持续风向≤3级
2016年7月5日,霾/霾,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2016年7月6日,晴/霾,32℃/22℃,无持续风向≤3级/无持续风向≤3级
